ID,Make,Model,Engine,Fuel,Driveline,Hybrid,City,Highway,Transmission,Year,Horsepower,Torque
2011 Hyundai Sonata GLS,Hyundai,2011 Hyundai Sonata,Hyundai 2.4L 4 Cylinder 198 hp 184 ft-lbs,Gasoline,Front-wheel drive,True,24,35,Manual transmission,2011,198,184
2011 Hyundai Sonata SE Turbo,Hyundai,2011 Hyundai Sonata,Hyundai 2.0L 4 Cylinder 274 hp 269 ft-lbs Turbo,Gasoline,Front-wheel drive,True,22,35,Automatic transmission,2011,274,269
2011 Hyundai Sonata Limited PZEV,Hyundai,2011 Hyundai Sonata,Hyundai 2.4L 4 Cylinder 190 hp 179 ft-lbs,Gasoline,Front-wheel drive,True,22,35,Automatic transmission,2011,190,179
2011 Hyundai Sonata GLS PZEV,Hyundai,2011 Hyundai Sonata,Hyundai 2.4L 4 Cylinder 190 hp 179 ft-lbs,Gasoline,Front-wheel drive,True,22,35,Automatic transmission,2011,190,179
2011 Hyundai Sonata SE,Hyundai,2011 Hyundai Sonata,Hyundai 2.4L 4 Cylinder 200 hp 186 ft-lbs,Gasoline,Front-wheel drive,True,22,35,Automatic transmission,2011,200,186
2010 Hyundai Sonata GLS AT,Hyundai,2010 Hyundai Sonata,Hyundai 2.4L 4 cylinder 175hp 168 ft-lbs,Gasoline,Front-wheel drive,True,22,32,Automatic transmission,2010,175,168
2010 Hyundai Sonata GLS,Hyundai,2010 Hyundai Sonata,Hyundai 2.4L 4 cylinder 175hp 168 ft-lbs,Gasoline,Front-wheel drive,True,21,32,Manual transmission,2010,175,168
2010 Hyundai Sonata GLS PZEV,Hyundai,2010 Hyundai Sonata,Hyundai 2.4L 4 cylinder 168hp 163 ft-lbs,Gasoline,Front-wheel drive,True,22,32,Automatic transmission,2010,168,163
2010 Hyundai Sonata SE PZEV,Hyundai,2010 Hyundai Sonata,Hyundai 2.4L 4 cylinder 168hp 163 ft-lbs,Gasoline,Front-wheel drive,True,22,32,Automatic transmission,2010,168,163
2010 Hyundai Sonata SE,Hyundai,2010 Hyundai Sonata,Hyundai 2.4L 4 cylinder 175hp 168 ft-lbs,Gasoline,Front-wheel drive,True,22,32,Automatic transmission,2010,175,168
2010 Hyundai Sonata Limited,Hyundai,2010 Hyundai Sonata,Hyundai 2.4L 4 cylinder 175hp 168 ft-lbs,Gasoline,Front-wheel drive,True,22,32,Automatic transmission,2010,175,168
2010 Hyundai Sonata Limited PZEV,Hyundai,2010 Hyundai Sonata,Hyundai 2.4L 4 cylinder 168hp 163 ft-lbs,Gasoline,Front-wheel drive,True,22,32,Automatic transmission,2010,168,163
2010 Hyundai Sonata Limited V6,Hyundai,2010 Hyundai Sonata,Hyundai 3.3L 6 cylinder 249hp 229 ft-lbs,Gasoline,Front-wheel drive,True,19,29,Automatic transmission,2010,249,229
2010 Hyundai Sonata SE V6,Hyundai,2010 Hyundai Sonata,Hyundai 3.3L 6 cylinder 249hp 229 ft-lbs,Gasoline,Front-wheel drive,True,19,29,Automatic transmission,2010,249,229
2011 Honda CR-Z EX,Honda,2011 Honda CR-Z,Honda 1.5L 4 Cylinder 122hp 128lb-ft Hybrid,Gasoline,Front-wheel drive,True,31,37,Manual transmission,2011,122,128
2011 Honda CR-Z,Honda,2011 Honda CR-Z,Honda 1.5L 4 Cylinder 122hp 128lb-ft Hybrid,Gasoline,Front-wheel drive,True,31,37,Manual transmission,2011,122,128
2011 Hyundai Veracruz GLS,Hyundai,2011 Hyundai Veracruz,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,Gasoline,Front-wheel drive,True,17,22,Automatic transmission,2011,260,257
2011 Hyundai Veracruz Limited,Hyundai,2011 Hyundai Veracruz,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,Gasoline,Front-wheel drive,True,17,22,Automatic transmission,2011,260,257
2011 Hyundai Veracruz GLS AWD,Hyundai,2011 Hyundai Veracruz,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,Gasoline,All-wheel drive,True,16,21,Automatic transmission,2011,260,257
2011 Hyundai Veracruz Limited AWD,Hyundai,2011 Hyundai Veracruz,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,Gasoline,All-wheel drive,True,16,21,Automatic transmission,2011,260,257
2010 Hyundai Veracruz GLS AWD,Hyundai,2010 Hyundai Veracruz,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2010,260,257
2010 Hyundai Veracruz GLS,Hyundai,2010 Hyundai Veracruz,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,Gasoline,Front-wheel drive,True,17,23,Automatic transmission,2010,260,257
2010 Hyundai Veracruz Limited AWD,Hyundai,2010 Hyundai Veracruz,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2010,260,257
2010 Hyundai Veracruz Limited,Hyundai,2010 Hyundai Veracruz,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,Gasoline,Front-wheel drive,True,17,23,Automatic transmission,2010,260,257
2011 Honda Fit,Honda,2011 Honda Fit,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,Gasoline,Front-wheel drive,True,27,33,Manual transmission,2011,117,106
2011 Honda Fit AT,Honda,2011 Honda Fit,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,Gasoline,Front-wheel drive,True,28,35,Automatic transmission,2011,117,106
2011 Honda Fit Sport,Honda,2011 Honda Fit,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,Gasoline,Front-wheel drive,True,27,33,Manual transmission,2011,117,106
2011 Honda Fit Sport AT,Honda,2011 Honda Fit,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,Gasoline,Front-wheel drive,True,27,33,Automatic transmission,2011,117,106
2011 Hyundai Sonata Hybrid,Hyundai,2011 Hyundai Sonata Hybrid,Hyundai 2.4L 4 Cylinder 166 hp 154 ft-lbs Hybrid,Gasoline,Front-wheel drive,True,35,40,Automatic transmission,2011,166,154
2012 Hyundai Tucson GL AT,Hyundai,2012 Hyundai Tucson,Hyundai 2.0L 4 Cylinder 165 hp 146 ft-lbs,Gasoline,Front-wheel drive,True,23,31,Automatic transmission,2012,165,146
2012 Hyundai Tucson GLS,Hyundai,2012 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,Front-wheel drive,True,22,32,Automatic transmission,2012,176,168
2012 Hyundai Tucson Limited AWD,Hyundai,2012 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,Gasoline,All-wheel drive,True,21,28,Automatic transmission,2012,170,163
2012 Hyundai Tucson Limited,Hyundai,2012 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,Front-wheel drive,True,22,32,Automatic transmission,2012,176,168
2012 Hyundai Tucson Limited PZEV AWD,Hyundai,2012 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,Gasoline,All-wheel drive,True,21,28,Automatic transmission,2012,170,163
2012 Hyundai Tucson Limited PZEV,Hyundai,2012 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,Gasoline,Front-wheel drive,True,22,32,Automatic transmission,2012,170,163
2012 Hyundai Tucson GL,Hyundai,2012 Hyundai Tucson,Hyundai 2.0L 4 Cylinder 165 hp 146 ft-lbs,Gasoline,Front-wheel drive,True,20,27,Manual transmission,2012,165,146
2012 Hyundai Tucson GLS AWD,Hyundai,2012 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,All-wheel drive,True,21,28,Automatic transmission,2012,176,168
2012 Hyundai Tucson GLS PZEV,Hyundai,2012 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,Gasoline,Front-wheel drive,True,22,32,Automatic transmission,2012,170,163
2012 Hyundai Tucson GLS PZEV AWD,Hyundai,2012 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,Gasoline,All-wheel drive,True,21,28,Automatic transmission,2012,170,163
2011 Mazda CX-7 i SV,Mazda,2011 Mazda CX-7,Mazda 2.5L 4 Cylinder 161 hp 161 ft-lbs,Gasoline,Front-wheel drive,True,20,28,Automatic transmission,2011,161,161
2011 Mazda CX-7 i Sport,Mazda,2011 Mazda CX-7,Mazda 2.5L 4 Cylinder 161 hp 161 ft-lbs,Gasoline,Front-wheel drive,True,20,28,Automatic transmission,2011,161,161
2011 Mazda CX-7 s Touring,Mazda,2011 Mazda CX-7,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,Gasoline,Front-wheel drive,True,18,24,Automatic transmission,2011,244,258
2011 Mazda CX-7 s Touring AWD,Mazda,2011 Mazda CX-7,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,Gasoline,All-wheel drive,True,17,21,Automatic transmission,2011,244,258
2011 Mazda CX-7 i Touring,Mazda,2011 Mazda CX-7,Mazda 2.5L 4 Cylinder 161 hp 161 ft-lbs,Gasoline,Front-wheel drive,True,20,28,Automatic transmission,2011,161,161
2011 Mazda CX-7 s Grand Touring,Mazda,2011 Mazda CX-7,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,Gasoline,Front-wheel drive,True,18,24,Automatic transmission,2011,244,258
2011 Mazda CX-7 s Grand Touring AWD,Mazda,2011 Mazda CX-7,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,Gasoline,All-wheel drive,True,17,21,Automatic transmission,2011,244,258
2012 Ford Flex SE,Ford,2012 Ford Flex,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,17,24,Automatic transmission,2012,262,248
2012 Ford Flex SEL,Ford,2012 Ford Flex,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,17,24,Automatic transmission,2012,262,248
2012 Ford Flex SEL AWD,Ford,2012 Ford Flex,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,All-wheel drive,True,16,23,Automatic transmission,2012,262,248
2012 Ford Flex Limited,Ford,2012 Ford Flex,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,17,24,Automatic transmission,2012,262,248
2012 Ford Flex Limited AWD,Ford,2012 Ford Flex,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,All-wheel drive,True,16,23,Automatic transmission,2012,262,248
2012 Ford Flex Limited AWD Turbo,Ford,2012 Ford Flex,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2012,355,350
2012 Ford Flex Titanium,Ford,2012 Ford Flex,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,17,24,Automatic transmission,2012,262,248
2012 Ford Flex Titanium AWD,Ford,2012 Ford Flex,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,All-wheel drive,True,16,23,Automatic transmission,2012,262,248
2012 Ford Flex Titanium AWD Turbo,Ford,2012 Ford Flex,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2012,355,350
2010 Honda Fit,Honda,2010 Honda Fit,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,Gasoline,Front-wheel drive,True,27,33,Manual transmission,2010,117,106
2010 Honda Fit AT,Honda,2010 Honda Fit,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,Gasoline,Front-wheel drive,True,28,35,Automatic transmission,2010,117,106
2010 Honda Fit Sport,Honda,2010 Honda Fit,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,Gasoline,Front-wheel drive,True,27,33,Manual transmission,2010,117,106
2010 Honda Fit Sport AT,Honda,2010 Honda Fit,Honda 1.5L 4 Cylinder 117 hp 106 ft-lbs,Gasoline,Front-wheel drive,True,27,33,Automatic transmission,2010,117,106
2011 Ford Flex SE,Ford,2011 Ford Flex,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,17,24,Automatic transmission,2011,262,248
2011 Ford Flex SEL,Ford,2011 Ford Flex,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,17,24,Automatic transmission,2011,262,248
2011 Ford Flex SEL AWD,Ford,2011 Ford Flex,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2011,262,248
2011 Ford Flex SEL AWD Turbo,Ford,2011 Ford Flex,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2011,355,350
2011 Ford Flex Limited,Ford,2011 Ford Flex,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,17,24,Automatic transmission,2011,262,248
2011 Ford Flex Limited AWD,Ford,2011 Ford Flex,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2011,262,248
2011 Ford Flex Limited AWD Turbo,Ford,2011 Ford Flex,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2011,355,350
2011 Ford Flex Titanium,Ford,2011 Ford Flex,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,17,24,Automatic transmission,2011,262,248
2011 Ford Flex Titanium AWD,Ford,2011 Ford Flex,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2011,262,248
2011 Ford Flex Titanium AWD Turbo,Ford,2011 Ford Flex,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2011,355,350
2010 Mazda CX-7 i SV,Mazda,2010 Mazda CX-7,Mazda 2.5L 4 Cylinder 161 hp 161 ft-lbs,Gasoline,Front-wheel drive,True,20,28,Automatic transmission,2010,161,161
2010 Mazda CX-7 i Sport,Mazda,2010 Mazda CX-7,Mazda 2.5L 4 Cylinder 161 hp 161 ft-lbs,Gasoline,Front-wheel drive,True,20,28,Automatic transmission,2010,161,161
2010 Mazda CX-7 s Touring,Mazda,2010 Mazda CX-7,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,Gasoline,Front-wheel drive,True,18,25,Automatic transmission,2010,244,258
2010 Mazda CX-7 s Touring AWD,Mazda,2010 Mazda CX-7,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,Gasoline,All-wheel drive,True,17,23,Automatic transmission,2010,244,258
2010 Mazda CX-7 s Grand Touring,Mazda,2010 Mazda CX-7,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,Gasoline,Front-wheel drive,True,18,25,Automatic transmission,2010,244,258
2010 Mazda CX-7 s Grand Touring AWD,Mazda,2010 Mazda CX-7,Mazda 2.3L 4 Cylinder 244 hp 258 ft-lbs Turbo,Gasoline,All-wheel drive,True,17,23,Automatic transmission,2010,244,258
2011 Hyundai Tucson GL AT,Hyundai,2011 Hyundai Tucson,Hyundai 2.0L 4 Cylinder 165 hp 146 ft-lbs,Gasoline,Front-wheel drive,True,23,31,Automatic transmission,2011,165,146
2011 Hyundai Tucson GLS,Hyundai,2011 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,Front-wheel drive,True,22,31,Automatic transmission,2011,176,168
2011 Hyundai Tucson Limited PZEV,Hyundai,2011 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,Gasoline,Front-wheel drive,True,22,31,Automatic transmission,2011,170,163
2011 Hyundai Tucson Limited AWD,Hyundai,2011 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,All-wheel drive,True,21,28,Automatic transmission,2011,176,168
2011 Hyundai Tucson Limited PZEV AWD,Hyundai,2011 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,Gasoline,All-wheel drive,True,21,28,Automatic transmission,2011,170,163
2011 Hyundai Tucson GLS AWD,Hyundai,2011 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,All-wheel drive,True,21,28,Automatic transmission,2011,176,168
2011 Hyundai Tucson GLS PZEV,Hyundai,2011 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,Gasoline,Front-wheel drive,True,22,31,Automatic transmission,2011,170,163
2011 Hyundai Tucson GL,Hyundai,2011 Hyundai Tucson,Hyundai 2.0L 4 Cylinder 165 hp 146 ft-lbs,Gasoline,Front-wheel drive,True,20,27,Manual transmission,2011,165,146
2011 Hyundai Tucson GLS PZEV AWD,Hyundai,2011 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,Gasoline,All-wheel drive,True,21,28,Automatic transmission,2011,170,163
2011 Hyundai Tucson Limited,Hyundai,2011 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,Front-wheel drive,True,22,31,Automatic transmission,2011,176,168
2012 Audi R8 Spyder 4.2,Audi,2012 Audi R8 Spyder,Audi 4.2L 8 cylinder 430 hp 316 ft-lbs,Gasoline,All-wheel drive,True,11,20,Manual transmission,2012,430,316
2012 Audi R8 Spyder 5.2,Audi,2012 Audi R8 Spyder,Audi 5.2L 10 Cylinder 525 hp 391 ft-lbs,Gasoline,All-wheel drive,True,12,19,Manual transmission,2012,525,391
2010 Ford Flex SE,Ford,2010 Ford Flex,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,17,24,Automatic transmission,2010,262,248
2010 Ford Flex SEL,Ford,2010 Ford Flex,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,17,24,Automatic transmission,2010,262,248
2010 Ford Flex SEL AWD,Ford,2010 Ford Flex,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2010,262,248
2010 Ford Flex SEL AWD Turbo,Ford,2010 Ford Flex,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2010,355,350
2010 Ford Flex Limited,Ford,2010 Ford Flex,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,Front-wheel drive,True,17,24,Automatic transmission,2010,262,248
2010 Ford Flex Limited AWD,Ford,2010 Ford Flex,Ford 3.5L 6 Cylinder 262 hp 248 ft-lbs,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2010,262,248
2010 Ford Flex Limited AWD Turbo,Ford,2010 Ford Flex,Ford 3.5L 6 Cylinder 355 hp 350 ft-lbs Turbo,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2010,355,350
2011 Mazda CX-9 Sport,Mazda,2011 Mazda CX-9,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,Gasoline,Front-wheel drive,True,17,24,Automatic transmission,2011,273,270
2011 Mazda CX-9 Sport AWD,Mazda,2011 Mazda CX-9,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2011,273,270
2011 Mazda CX-9 Touring,Mazda,2011 Mazda CX-9,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,Gasoline,Front-wheel drive,True,17,24,Automatic transmission,2011,273,270
2011 Mazda CX-9 Touring AWD,Mazda,2011 Mazda CX-9,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2011,273,270
2011 Mazda CX-9 Grand Touring,Mazda,2011 Mazda CX-9,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,Gasoline,Front-wheel drive,True,17,24,Automatic transmission,2011,273,270
2011 Mazda CX-9 Grand Touring AWD,Mazda,2011 Mazda CX-9,Mazda 3.7L 6 Cylinder 273 hp 270 ft-lbs,Gasoline,All-wheel drive,True,16,22,Automatic transmission,2011,273,270
2011 Volkswagen Tiguan S,Volkswagen,2011 Volkswagen Tiguan,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,Gasoline,Front-wheel drive,True,18,26,Manual transmission,2011,200,207
2011 Volkswagen Tiguan S AT,Volkswagen,2011 Volkswagen Tiguan,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,Gasoline,Front-wheel drive,True,20,25,Automatic transmission,2011,200,207
2011 Volkswagen Tiguan SE,Volkswagen,2011 Volkswagen Tiguan,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,Gasoline,Front-wheel drive,True,20,25,Automatic transmission,2011,200,207
2011 Volkswagen Tiguan SEL,Volkswagen,2011 Volkswagen Tiguan,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,Gasoline,Front-wheel drive,True,20,25,Automatic transmission,2011,200,207
2010 Volkswagen Touareg VR6 FSI Sport,Volkswagen,2010 Volkswagen Touareg,Volkswagen 3.6L 6 Cylinder 280 hp 265 ft-lbs,Gasoline,Four-wheel drive,True,14,19,Automatic transmission,2010,280,265
2010 Volkswagen Touareg V6 TDI Clean Diesel Sport,Volkswagen,2010 Volkswagen Touareg,Volkswagen 3.0L 225 hp 406 ft-lbs Diesel,Diesel fuel,Four-wheel drive,True,18,25,Automatic transmission,2010,225,406
2010 Mercedes-Benz CL550 4Matic,Mercedes,2010 Mercedes-Benz CL-Class,Mercedes-Benz 5.5L 8 Cylinder 382 hp 391 ft-lbs,Gasoline,All-wheel drive,True,14,21,Automatic transmission,2010,382,391
2010 Mercedes-Benz CL600,Mercedes-Benz,2010 Mercedes-Benz CL-Class,Mercedes-Benz 5.5L 12 Cylinder 510 hp 612 ft-lbs Turbo,Gasoline,Rear-wheel drive,True,11,17,Automatic transmission,2010,510,612
2010 Mercedes-Benz CL63 AMG,AMG,2010 Mercedes-Benz CL-Class,Mercedes-AMG 6.2L 8 Cylinder 518hp 465ft-lbs,Gasoline,Rear-wheel drive,True,11,18,Automatic transmission,2010,518,465
2010 Mercedes-Benz CL65 AMG,AMG,2010 Mercedes-Benz CL-Class,Mercedes-AMG 6.0L 12 Cylinder 621hp 738ft-lbs Turbo,Gasoline,Rear-wheel drive,True,11,17,Automatic transmission,2010,621,738
2011 BMW 128i Convertible,BMW Motorrad,2011 BMW 1 Series Convertible,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,Gasoline,Rear-wheel drive,True,18,28,Manual transmission,2011,230,200
2011 BMW 128i Convertible AT,BMW Motorrad,2011 BMW 1 Series Convertible,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,Gasoline,Rear-wheel drive,True,18,27,Automatic transmission,2011,230,200
2011 BMW 135i Convertible,BMW,2011 BMW 1 Series Convertible,BMW 3.0L 6 cylinder 300 hp 300 ft-lbs Turbo,Gasoline,Rear-wheel drive,True,19,28,Manual transmission,2011,300,300
2011 Mercedes-Benz CL600,Mercedes-Benz,2011 Mercedes-Benz CL-Class,Mercedes-Benz 5.5L 12 Cylinder 510 hp 612 ft-lbs Turbo,Gasoline,Rear-wheel drive,True,12,18,Automatic transmission,2011,510,612
2011 Mercedes-Benz CL63 AMG,AMG,2011 Mercedes-Benz CL-Class,Mercedes-AMG 5.5L 8 Cylinder 536hp 590ft-lbs Turbo,Gasoline,Rear-wheel drive,True,15,21,Automatic transmission,2011,536,590
2011 Mercedes-Benz CL550 4Matic,Mercedes-Benz,2011 Mercedes-Benz CL-Class,Mercedes-Benz 4.6L 8 Cylinder 429hp 516ft-lbs Turbo,Gasoline,All-wheel drive,True,15,23,Automatic transmission,2011,429,516
2011 Mercedes-Benz CL65 AMG,AMG,2011 Mercedes-Benz CL-Class,Mercedes-AMG 6.0L 12 Cylinder 621hp 738ft-lbs Turbo,Gasoline,Rear-wheel drive,True,12,18,Automatic transmission,2011,621,738
2010 BMW 135i Coupe AT,BMW Motorrad,2010 BMW 1 Series Coupe,BMW 3.0L 6 Cylinder 300 hp 300 ft-lbs,Gasoline,Rear-wheel drive,True,18,25,Automatic transmission,2010,300,300
2010 BMW 135i Coupe,BMW Motorrad,2010 BMW 1 Series Coupe,BMW 3.0L 6 Cylinder 300 hp 300 ft-lbs,Gasoline,Rear-wheel drive,True,18,25,Manual transmission,2010,300,300
2010 BMW 128i Coupe,BMW Motorrad,2010 BMW 1 Series Coupe,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,Gasoline,Rear-wheel drive,True,18,28,Manual transmission,2010,230,200
2010 BMW 128i Coupe AT,BMW Motorrad,2010 BMW 1 Series Coupe,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,Gasoline,Rear-wheel drive,True,18,28,Automatic transmission,2010,230,200
2010 Hyundai Tucson Limited,Hyundai,2010 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,Front-wheel drive,True,23,31,Automatic transmission,2010,176,168
2010 Hyundai Tucson GLS,Hyundai,2010 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,Front-wheel drive,True,22,30,Manual transmission,2010,176,168
2010 Hyundai Tucson Limited PZEV 4WD,Hyundai,2010 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,Gasoline,Four-wheel drive,True,21,28,Automatic transmission,2010,170,163
2010 Hyundai Tucson Limited 4WD,Hyundai,2010 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,Four-wheel drive,True,21,28,Automatic transmission,2010,176,168
2010 Hyundai Tucson GLS AT 4WD,Hyundai,2010 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,Four-wheel drive,True,21,28,Automatic transmission,2010,176,168
2010 Hyundai Tucson GLS PZEV 4WD,Hyundai,2010 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,Gasoline,Four-wheel drive,True,21,28,Automatic transmission,2010,170,163
2010 Hyundai Tucson Limited PZEV,Hyundai,2010 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,Gasoline,Front-wheel drive,True,23,31,Automatic transmission,2010,170,163
2010 Hyundai Tucson GLS AT,Hyundai,2010 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,Gasoline,Front-wheel drive,True,23,31,Automatic transmission,2010,176,168
2010 Hyundai Tucson GLS PZEV,Hyundai,2010 Hyundai Tucson,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,Gasoline,Front-wheel drive,True,23,31,Automatic transmission,2010,170,163
2011 BMW 135i Coupe,BMW Motorrad,2011 BMW 1 Series Coupe,BMW 3.0L 6 Cylinder 300 hp 300 ft-lbs,Gasoline,Rear-wheel drive,True,20,28,Manual transmission,2011,300,300
2011 BMW 128i Coupe AT,BMW Motorrad,2011 BMW 1 Series Coupe,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,Gasoline,Rear-wheel drive,True,18,28,Automatic transmission,2011,230,200
2011 BMW 128i Coupe,BMW Motorrad,2011 BMW 1 Series Coupe,BMW 3.0L 6 cylinder 230hp 200 ft-lbs,Gasoline,Rear-wheel drive,True,18,28,Manual transmission,2011,230,200
